time,value
2024-09-04T14:03:22.030152086Z,28.399999618530273
2024-09-04T14:03:31.231719066Z,28.399999618530273
2024-09-04T14:03:34.927099024Z,28.5
2024-09-04T14:03:36.950697696Z,28.399999618530273
2024-09-04T14:03:55.144290686Z,28.299999237060547
2024-09-04T14:04:21.435121721Z,28.299999237060547
2024-09-04T14:04:25.132918918Z,28.200000762939453
2024-09-04T14:04:29.166995829Z,28.299999237060547
2024-09-04T14:04:31.17482923Z,28.200000762939453
2024-09-04T14:04:37.510998345Z,28.200000762939453
2024-09-04T14:04:53.570976223Z,28.299999237060547
2024-09-04T14:04:55.288123416Z,28.399999618530273
2024-09-04T14:04:59.306722948Z,14.300000190734863
2024-09-04T14:05:01.31494083Z,28.700000762939453
2024-09-04T14:05:03.331743602Z,28.799999237060547
2024-09-04T14:05:05.348862742Z,28.899999618530273
2024-09-04T14:05:09.683241864Z,29.200000762939453
2024-09-04T14:05:13.420007638Z,29.299999237060547
2024-09-04T14:05:15.391636568Z,29.5
2024-09-04T14:05:17.399227004Z,29.600000381469727
2024-09-04T14:05:19.412173171Z,29.700000762939453
2024-09-04T14:05:23.427592428Z,29.899999618530273
2024-09-04T14:05:27.445447777Z,30
2024-09-04T14:05:31.473028863Z,30.200000762939453
2024-09-04T14:05:35.48575139Z,30.299999237060547
2024-09-04T14:05:37.496549044Z,30.200000762939453
2024-09-04T14:05:42.043993172Z,30.299999237060547
2024-09-04T14:05:43.509744955Z,30.200000762939453
2024-09-04T14:05:47.543947221Z,30.100000381469727
2024-09-04T14:05:49.556464628Z,30.299999237060547
2024-09-04T14:05:51.564841029Z,30.399999618530273
2024-09-04T14:05:55.586199002Z,31.600000381469727
2024-09-04T14:05:57.593220219Z,30.399999618530273
2024-09-04T14:06:01.933584083Z,30.200000762939453
2024-09-04T14:06:05.634511965Z,30
2024-09-04T14:06:11.640714337Z,29.899999618530273
2024-09-04T14:06:17.963365831Z,29.700000762939453
2024-09-04T14:06:21.976688066Z,29.600000381469727
2024-09-04T14:06:23.663112908Z,29.5
2024-09-04T14:06:32.234919546Z,29.399999618530273
2024-09-04T14:06:33.923067965Z,29.299999237060547
2024-09-04T14:06:35.947275692Z,29.200000762939453
2024-09-04T14:06:37.986711545Z,29.299999237060547
2024-09-04T14:06:39.963602137Z,29.200000762939453
2024-09-04T14:06:42.192577096Z,29.299999237060547
2024-09-04T14:06:43.992465385Z,29.100000381469727
2024-09-04T14:06:48.588604623Z,29.100000381469727
2024-09-04T14:06:50.271653646Z,29
2024-09-04T14:06:56.297824708Z,28.899999618530273
2024-09-04T14:07:00.310804278Z,28.799999237060547
2024-09-04T14:07:08.673214387Z,28.700000762939453
2024-09-04T14:07:10.356339412Z,28.600000381469727
2024-09-04T14:07:18.937497128Z,28.5
2024-09-04T14:07:26.643602875Z,28.399999618530273
2024-09-04T14:07:30.666885119Z,28.299999237060547
2024-09-04T14:07:41.359374948Z,28.299999237060547
2024-09-04T14:07:43.232775462Z,28.200000762939453
2024-09-04T14:07:47.22200471Z,28.100000381469727
2024-09-04T14:07:49.557420641Z,28.200000762939453
2024-09-04T14:07:51.677228344Z,28.100000381469727
2024-09-04T14:07:55.266895233Z,28
2024-09-04T14:08:01.327326754Z,27.899999618530273
2024-09-04T14:08:03.309388715Z,28
2024-09-04T14:08:05.378570454Z,27.899999618530273
2024-09-04T14:08:11.642509907Z,27.899999618530273
2024-09-04T14:08:12.550636022Z,27.899999618530273
2024-09-04T14:08:13.323478377Z,27.799999237060547
2024-09-04T14:08:19.681648915Z,27.799999237060547
2024-09-04T14:08:25.954207928Z,27.700000762939453
2024-09-04T14:08:27.654866272Z,27.600000381469727
2024-09-04T14:08:33.998989951Z,27.600000381469727
2024-09-04T14:08:39.693204413Z,27.5
2024-09-04T14:08:55.769677105Z,27.399999618530273
2024-09-04T14:09:04.119403974Z,27.5
2024-09-04T14:09:08.391239953Z,27.399999618530273
2024-09-04T14:09:12.081930815Z,27.299999237060547
2024-09-04T14:09:34.16073996Z,27.200000762939453
2024-09-04T14:09:52.22293717Z,27.100000381469727
2024-09-04T14:09:58.233830547Z,27.200000762939453
2024-09-04T14:10:00.248574873Z,27.100000381469727
2024-09-04T14:10:04.579353026Z,27.100000381469727
2024-09-04T14:10:20.367127643Z,27
2024-09-04T14:10:22.308908026Z,27.100000381469727
2024-09-04T14:10:26.333451812Z,27
2024-09-04T14:10:28.328349682Z,27.100000381469727
2024-09-04T14:10:30.358195899Z,27
2024-09-04T14:10:50.75944786Z,27
2024-09-04T14:10:55.016018785Z,27.100000381469727
2024-09-04T14:10:56.7117455Z,27
2024-09-04T14:11:13.584367779Z,27
2024-09-04T14:11:17.848476599Z,26.899999618530273
2024-09-04T14:11:24.124966861Z,27
2024-09-04T14:11:25.830604813Z,26.899999618530273
2024-09-04T14:11:29.826761707Z,27
2024-09-04T14:11:34.180625272Z,27
2024-09-04T14:11:38.449101945Z,27
2024-09-04T14:11:40.138073372Z,26.899999618530273
2024-09-04T14:11:46.195255669Z,27
2024-09-04T14:11:48.157941495Z,26.899999618530273
2024-09-04T14:11:54.777531342Z,27
2024-09-04T14:11:56.461724741Z,26.899999618530273
2024-09-04T14:11:58.492696699Z,26.799999237060547
2024-09-04T14:12:00.50949942Z,26.899999618530273
2024-09-04T14:12:02.519597973Z,27
2024-09-04T14:12:06.880627262Z,27
2024-09-04T14:12:08.535033235Z,26.899999618530273
2024-09-04T14:12:10.538408018Z,27
2024-09-04T14:12:14.687023261Z,26.899999618530273
2024-09-04T14:12:21.024957359Z,26.899999618530273
2024-09-04T14:12:49.133805399Z,27
2024-09-04T14:12:50.818549879Z,26.899999618530273
2024-09-04T14:12:52.825517695Z,27
2024-09-04T14:12:54.836659774Z,26.799999237060547
2024-09-04T14:12:59.182245041Z,27
2024-09-04T14:13:02.870968829Z,26.899999618530273
2024-09-04T14:13:09.236361788Z,27
2024-09-04T14:13:17.240362875Z,27
2024-09-04T14:13:18.949290278Z,26.899999618530273
2024-09-04T14:13:29.292119477Z,27
2024-09-04T14:13:30.981288158Z,26.899999618530273
2024-09-04T14:13:41.026692306Z,26.799999237060547
2024-09-04T14:13:43.032210413Z,26.899999618530273
2024-09-04T14:13:45.079725753Z,27
2024-09-04T14:13:47.036548047Z,26.899999618530273
2024-09-04T14:13:49.058171452Z,26.799999237060547
2024-09-04T14:13:51.039463828Z,26.899999618530273
2024-09-04T14:13:53.063287692Z,26.799999237060547
2024-09-04T14:13:55.072005404Z,26.899999618530273
2024-09-04T14:13:57.077360641Z,26.799999237060547
2024-09-04T14:13:59.092448072Z,26.899999618530273
2024-09-04T14:14:01.104597198Z,26.799999237060547
2024-09-04T14:14:05.441273363Z,26.899999618530273
2024-09-04T14:14:09.139795889Z,13.399999618530273
2024-09-04T14:14:11.140314246Z,27
2024-09-04T14:14:13.139938981Z,26.899999618530273
2024-09-04T14:14:17.1620468Z,26.799999237060547
2024-09-04T14:14:19.176223428Z,26.899999618530273
2024-09-04T14:14:25.530199414Z,26.899999618530273
2024-09-04T14:14:27.214553744Z,26.799999237060547
2024-09-04T14:14:29.226270414Z,26.899999618530273
2024-09-04T14:14:31.23425901Z,26.799999237060547
2024-09-04T14:14:33.243298075Z,27
2024-09-04T14:14:35.262020117Z,26.899999618530273
2024-09-04T14:14:37.263018413Z,26.799999237060547
2024-09-04T14:14:39.271690374Z,26.899999618530273
2024-09-04T14:14:41.289770562Z,26.799999237060547
2024-09-04T14:14:43.266397319Z,26.899999618530273
2024-09-04T14:14:49.352217783Z,26.799999237060547
2024-09-04T14:14:51.335644874Z,26.899999618530273
2024-09-04T14:15:11.722294645Z,26.899999618530273
2024-09-04T14:15:15.450659752Z,26.799999237060547
2024-09-04T14:15:17.434524173Z,26.899999618530273
2024-09-04T14:15:27.789794212Z,27
2024-09-04T14:15:29.463497768Z,26.899999618530273
2024-09-04T14:15:34.060655345Z,26.899999618530273
2024-09-04T14:15:35.751398486Z,26.799999237060547
2024-09-04T14:15:40.094776208Z,27
2024-09-04T14:15:43.866785142Z,26.899999618530273
2024-09-04T14:15:45.839191755Z,27
2024-09-04T14:15:47.856372625Z,26.899999618530273
2024-09-04T14:15:59.901440637Z,26.799999237060547
2024-09-04T14:16:01.926498021Z,26.899999618530273
2024-09-04T14:16:06.413088783Z,26.899999618530273
2024-09-04T14:16:08.419846197Z,27
2024-09-04T14:16:10.436653046Z,26.899999618530273
2024-09-04T14:16:12.453651231Z,27
2024-09-04T14:16:14.528728051Z,26.799999237060547
2024-09-04T14:16:16.460808965Z,27
2024-09-04T14:16:25.057451554Z,26.899999618530273
2024-09-04T14:16:26.743231596Z,27
